ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-11009,I really wish my road rage wasn't so damn bad lmaooooo,anger,2: moderate amount of anger can be inferred,2,I really wish my road rage wasn't so damn bad lmaooooo,i really wish my road rage wasn't so damn bad lmaooooo
2017-En-10649,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,anger,0: no anger can be inferred,0,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,i believe i'm gonna start singing in my snap stories on the tractor. switch it up a little bit.
2017-En-11122,Me: *sees incense burner* is this for drugs?,anger,0: no anger can be inferred,0,Me *sees incense burner* is this for drugs?,me *sees incense burner* is this for drugs?
2017-En-11682,Like he really just fucking asked me that. ,anger,3: high amount of anger can be inferred,3,Like he really just fucking asked me that.,like he really just fucking asked me that.
2017-En-11072,Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh,anger,2: moderate amount of anger can be inferred,2,Karev better not be out!!! Or I am seriously done DONE with unfair ugh,karev better not be out!!! or i am seriously done done with unfair ugh
2017-En-11333,Clash of the titans and wrath of the titans 🙌🏾🙌🏾🙌🏾 🔥,anger,0: no anger can be inferred,0,Clash of the titans and wrath of the titans raising_hands_medium-dark_skin_toneraising_hands_medium-dark_skin_toneraising_hands_medium-dark_skin_tone fire,clash of the titans and wrath of the titans raising_hands_medium-dark_skin_toneraising_hands_medium-dark_skin_toneraising_hands_medium-dark_skin_tone fire
2017-En-10060,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,anger,3: high amount of anger can be inferred,3,then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! fuming,then he said talking about wills uncontrollable animals when moving to another link. these comments do not help! fuming
2017-En-10908,"@reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.",anger,1: low amount of anger can be inferred,1,"Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.","don't ask, you don't get. apologies if i've offended you. all due respect alan, i think you've been fed duff info."
2017-En-11280,@JustinRow10 madden is the reason why controllers are snapped,anger,1: low amount of anger can be inferred,1,madden is the reason why controllers are snapped,madden is the reason why controllers are snapped
2017-En-11221,"@LuluLemonLime83 wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and",anger,2: moderate amount of anger can be inferred,2,"wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and","wow , your right they do need help,so what i'm getting from the laureliver fandom and bitter comic fandom and"
2017-En-10318,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger,2: moderate amount of anger can be inferred,2,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,i'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross
2017-En-10059,@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!,anger,3: high amount of anger can be inferred,3,Ikr people still got a grudge against him for no reason like wtf?!,ikr people still got a grudge against him for no reason like wtf?!
2017-En-11384,This uber driver TRIED it with me &amp; he'll feel my wrath,anger,3: high amount of anger can be inferred,3,This uber driver TRIED it with me &amp; he'll feel my wrath,this uber driver tried it with me &amp; he'll feel my wrath
2017-En-10917,"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",anger,0: no anger can be inferred,0,"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'","i think our defense here at usc is playing well, we just need to fix a few things on offense and we can win the pac 12 this year'"
2017-En-11250,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,anger,3: high amount of anger can be inferred,3,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers
2017-En-10535,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",anger,1: low amount of anger can be inferred,1,"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer....!!!","the best revenge is to move on, get over it, and continue to succeed. never give someone the satisfaction of watching you suffer....!!!"
2017-En-10061,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious,anger,3: high amount of anger can be inferred,3,bad news if ordered online it hasn't gone through same happened to me had to re order on the phone furious,bad news if ordered online it hasn't gone through same happened to me had to re order on the phone furious
2017-En-11013,"You offend me, @Tansorma",anger,2: moderate amount of anger can be inferred,2,"You offend me,","you offend me,"
2017-En-10083,Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer #angry,anger,3: high amount of anger can be inferred,3,Just paid for chicken at and didn't even get any expressionless_faceexpressionless_faceexpressionless_face there goes 4 dollars and me as a customer angry,just paid for chicken at and didn't even get any expressionless_faceexpressionless_faceexpressionless_face there goes 4 dollars and me as a customer angry
2017-En-10958,@CUTEFUNNYANIMAL @luvcaps19 My sister's dog does this. I think it's because she knows it'll provoke a reaction,anger,0: no anger can be inferred,0,My sister's dog does this. I think it's because she knows it'll provoke a reaction,my sister's dog does this. i think it's because she knows it'll provoke a reaction
2017-En-10734,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday  #politeness,anger,0: no anger can be inferred,0,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. ThoughtfulThursday politeness,anger is cheap and politeness is expensive. don't expect everybody to be polite. thoughtfulthursday politeness
2017-En-10036,@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,anger,3: high amount of anger can be inferred,3,We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,we are blaming 5% of the fucking idiots who are putting the world in the middle of their tantrums. you are one.
2017-En-10012,Bitches aggravate like what inspires you to be the biggest cunt known to man kind?,anger,3: high amount of anger can be inferred,3,Bitches aggravate like what inspires you to be the biggest cunt known to man kind?,bitches aggravate like what inspires you to be the biggest cunt known to man kind?
2017-En-11142,These NA kids are relentless,anger,1: low amount of anger can be inferred,1,These NA kids are relentless,these na kids are relentless
2017-En-10812,@wesrucker247 sounds like a good game plan for our offense....,anger,0: no anger can be inferred,0,sounds like a good game plan for our offense....,sounds like a good game plan for our offense....
2017-En-10737,Lot 100 would give Ghandi road rage,anger,0: no anger can be inferred,0,Lot 100 would give Ghandi road rage,lot 100 would give ghandi road rage
2017-En-10965,@SportingTommo @ASFCofficial no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.,anger,1: low amount of anger can be inferred,1,no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it.,no doubt we are going to struggle this year. but moments like that from payet take the sting out of it.
2017-En-10204,Forever angry that gh ruined Molly and morgan's bond/friendship #bitter,anger,3: high amount of anger can be inferred,3,Forever angry that gh ruined Molly and morgan's bond/friendship bitter,forever angry that gh ruined molly and morgan's bond/friendship bitter
2017-En-10949,@virginmedia I've been disconnected whilst on holiday 😤 but I don't move house until the 1st October 🤔 ,anger,1: low amount of anger can be inferred,1,I've been disconnected whilst on holiday face_with_steam_from_nose but I don't move house until the 1st October thinking_face,i've been disconnected whilst on holiday face_with_steam_from_nose but i don't move house until the 1st october thinking_face
